ensembl_gene_id	oanatinus_homolog_ensembl_gene	oanatinus_homolog_associated_gene_name	oanatinus_homolog_ensembl_peptide	oanatinus_homolog_chromosome	oanatinus_homolog_chrom_start	oanatinus_homolog_chrom_end	oanatinus_homolog_canonical_transcript_protein	oanatinus_homolog_subtype	oanatinus_homolog_orthology_type	oanatinus_homolog_perc_id	oanatinus_homolog_perc_id_r1	oanatinus_homolog_goc_score	oanatinus_homolog_wga_coverage	oanatinus_homolog_dn	oanatinus_homolog_ds	oanatinus_homolog_orthology_confidence
ENSMUSG00000018919	ENSOANG00000002364		ENSOANP00000003744	Contig57639	338	1512	ENSMUSP00000019063	Mammalia	ortholog_one2one	31.1224	56.4815	0	77.6	NA	NA	0
ENSMUSG00000033703	ENSOANG00000001159		ENSOANP00000001844	Ultra55	345855	365218	ENSMUSP00000039271	Mammalia	ortholog_one2one	43.3945	51.7505	75	79.74	NA	NA	0
ENSMUSG00000061983	ENSOANG00000001886	RPS12	ENSOANP00000002990	Ultra520	1647946	1654655	ENSMUSP00000151305	Euteleostomi	ortholog_one2many	100	100	75	100	NA	NA	1
ENSMUSG00000049235	ENSOANG00000011670		ENSOANP00000018487	6	7381596	7389101	ENSMUSP00000154633	Amniota	ortholog_one2many	93.8144	86.6667	0	96.74	NA	NA	1
ENSMUSG00000028901	ENSOANG00000006127		ENSOANP00000009778	Contig6859	17164	34616	ENSMUSP00000131331	Mammalia	ortholog_one2one	79.5374	77.7391	25	100	NA	NA	1
ENSMUSG00000095793	ENSOANG00000029439		ENSOANP00000031861	Ultra443	2006471	2016540	ENSMUSP00000140500	Mammalia	ortholog_many2many	18.4685	17.5214	100	NA	NA	NA	0
ENSMUSG00000095793	ENSOANG00000032000		ENSOANP00000030450	Ultra443	1984033	1999255	ENSMUSP00000140500	Mammalia	ortholog_many2many	16.6667	16.0173	100	NA	NA	NA	0
ENSMUSG00000024691	ENSOANG00000002813		ENSOANP00000004475	Contig6467	12900	15073	ENSMUSP00000119518	Mammalia	ortholog_one2one	34.584	38.061	0	87.19	NA	NA	0
ENSMUSG00000029478	ENSOANG00000001321	NCOR2	ENSOANP00000002108	Ultra196	1584041	1846600	ENSMUSP00000083250	Mammalia	ortholog_one2one	66.5316	64.8499	100	100	NA	NA	1
ENSMUSG00000093910	ENSOANG00000028662		ENSOANP00000008305	Contig1411	91648	97270	ENSMUSP00000148683	Mammalia	ortholog_one2many	14.5975	32.3263	0	9.55	NA	NA	0
ENSMUSG00000001128	ENSOANG00000005657		ENSOANP00000008999	Contig20269	7954	14062	ENSMUSP00000001156	Mammalia	ortholog_one2one	55.819	56.0606	0	78.17	NA	NA	1
ENSMUSG00000078853	ENSOANG00000001820		ENSOANP00000002887	Contig11418	18422	19707	ENSMUSP00000047356	Mammalia	ortholog_one2many	18.9125	26.7559	25	48.53	NA	NA	0
ENSMUSG00000076672	ENSOANG00000004738		ENSOANP00000007502	Contig7415	1363	1862	ENSMUSP00000141343	Mammalia	ortholog_many2many	60.3448	50.7246	0	14.23	NA	NA	0
ENSMUSG00000076672	ENSOANG00000010858		ENSOANP00000017203	4	22181259	22181814	ENSMUSP00000141343	Mammalia	ortholog_many2many	61.2069	45.5128	50	100	NA	NA	0
ENSMUSG00000076672	ENSOANG00000010850		ENSOANP00000017193	4	22075940	22076511	ENSMUSP00000141343	Mammalia	ortholog_many2many	63.7931	53.2374	50	50	NA	NA	0
ENSMUSG00000076672	ENSOANG00000000352		ENSOANP00000000580	Contig47769	3442	4334	ENSMUSP00000141343	Mammalia	ortholog_many2many	58.6207	53.5433	50	42.65	NA	NA	0
ENSMUSG00000076672	ENSOANG00000009638		ENSOANP00000015309	4	21938301	21938986	ENSMUSP00000141343	Mammalia	ortholog_many2many	50	43.9394	25	42.36	NA	NA	0
ENSMUSG00000076672	ENSOANG00000009642		ENSOANP00000015314	4	21989079	21990607	ENSMUSP00000141343	Mammalia	ortholog_many2many	54.3103	45	25	2.36	NA	NA	0
ENSMUSG00000076672	ENSOANG00000011967		ENSOANP00000018960	Contig35920	8307	10687	ENSMUSP00000141343	Mammalia	ortholog_many2many	59.4828	42.8571	50	NA	NA	NA	0
ENSMUSG00000026311	ENSOANG00000013348		ENSOANP00000021066	Contig16853	511	10429	ENSMUSP00000084054	Mammalia	ortholog_one2one	40.1786	88.8158	0	72.08	NA	NA	0
ENSMUSG00000034324	ENSOANG00000009947		ENSOANP00000015763	2	4282253	4462388	ENSMUSP00000113090	Sarcopterygii	ortholog_one2many	48.8708	70.2597	50	85.88	NA	NA	0
ENSMUSG00000034324	ENSOANG00000009951		ENSOANP00000015770	2	5145813	5146649	ENSMUSP00000113090	Sarcopterygii	ortholog_one2many	12.2855	58.3691	50	50	NA	NA	0
ENSMUSG00000034324	ENSOANG00000009950		ENSOANP00000015768	2	4727012	4905125	ENSMUSP00000113090	Sarcopterygii	ortholog_one2many	38.7534	59.6662	50	50	NA	NA	0
ENSMUSG00000034324	ENSOANG00000015405		ENSOANP00000024233	Contig5531	2852	3897	ENSMUSP00000113090	Sarcopterygii	ortholog_one2many	17.7055	64.6865	0	57.16	NA	NA	0
ENSMUSG00000028109	ENSOANG00000021911		ENSOANP00000027933	Contig2231	56532	78063	ENSMUSP00000029754	Sarcopterygii	ortholog_one2one	40.051	42.3181	50	59.04	NA	NA	0
ENSMUSG00000101918	ENSOANG00000007923	OR4C15	ENSOANP00000012617	Ultra163	758484	759428	ENSMUSP00000150915	Mammalia	ortholog_one2many	64.9518	64.127	50	50	NA	NA	0
ENSMUSG00000057342	ENSOANG00000022377		ENSOANP00000028560	Contig42680	302	2033	ENSMUSP00000103366	Mammalia	ortholog_one2one	15.3971	79.1667	25	53.14	NA	NA	0
ENSMUSG00000027398	ENSOANG00000010546		ENSOANP00000016712	Contig1254	3320	11367	ENSMUSP00000028881	Mammalia	ortholog_one2one	42.0074	38.9655	0	9.95	NA	NA	0
ENSMUSG00000001999	ENSOANG00000010688		ENSOANP00000016952	Contig48	1018347	1043339	ENSMUSP00000002064	Mammalia	ortholog_one2one	59.322	59.322	0	58.36	NA	NA	0
ENSMUSG00000032212	ENSOANG00000012311		ENSOANP00000019478	Contig1085	32881	63034	ENSMUSP00000049112	Mammalia	ortholog_one2one	38.9913	78.5156	75	48.64	NA	NA	0
ENSMUSG00000043542	ENSOANG00000008159		ENSOANP00000012958	Contig9315	2179	18424	ENSMUSP00000054734	Mammalia	ortholog_one2one	72.2222	69.6429	0	56.16	NA	NA	0
ENSMUSG00000110105	ENSOANG00000006547		ENSOANP00000010449	Contig10168	609	4682	ENSMUSP00000147617	Mammalia	ortholog_one2one	0	0	0	NA	NA	NA	0
ENSMUSG00000026766	ENSOANG00000006072	MMADHC	ENSOANP00000031618	Ultra514	367401	383368	ENSMUSP00000099830	Mammalia	ortholog_one2one	84.1216	69.5531	75	31.62	NA	NA	1
ENSMUSG00000069874	ENSOANG00000001820		ENSOANP00000002887	Contig11418	18422	19707	ENSMUSP00000056001	Mammalia	ortholog_one2many	21.2658	28.0936	0	75	NA	NA	0
ENSMUSG00000056856	ENSOANG00000022020		ENSOANP00000028077	Contig10198	4654	22084	ENSMUSP00000130207	Mammalia	ortholog_one2one	24.1573	71.6667	0	63.42	NA	NA	0
ENSMUSG00000071005	ENSOANG00000029593		ENSOANP00000032590	Contig8421	14066	15506	ENSMUSP00000100022	Mammalia	ortholog_one2many	32.4074	26.1194	0	50	NA	NA	0
ENSMUSG00000063297	ENSOANG00000021557		ENSOANP00000027451	Contig9532	4069	13137	ENSMUSP00000080979	Mammalia	ortholog_one2one	19.4203	70.5263	0	51.2	NA	NA	0
ENSMUSG00000031221	ENSOANG00000021555		ENSOANP00000027447	Contig106719	815	3920	ENSMUSP00000033570	Vertebrata	ortholog_one2many	27.0588	39.485	0	53.53	NA	NA	0
ENSMUSG00000022040	ENSOANG00000010887	EPHX2	ENSOANP00000017254	Contig7426	458	12806	ENSMUSP00000069209	Mammalia	ortholog_one2one	53.9711	56.8441	25	42.88	NA	NA	0
ENSMUSG00000035547	ENSOANG00000009851	CAPN5	ENSOANP00000015622	Contig25937	5960	13133	ENSMUSP00000048183	Mammalia	ortholog_one2one	51.0938	79.9511	0	51.9	NA	NA	0
ENSMUSG00000021576	ENSOANG00000010156		ENSOANP00000016097	Ultra474	820999	842057	ENSMUSP00000022060	Mammalia	ortholog_one2one	71.7277	84.5679	50	71.93	NA	NA	0
ENSMUSG00000033323	ENSOANG00000010132	CTDP1	ENSOANP00000016063	Ultra314	42361	117458	ENSMUSP00000038938	Mammalia	ortholog_one2one	63.9583	64.9735	100	70.53	NA	NA	1
ENSMUSG00000062867	ENSOANG00000010907	IMPDH2	ENSOANP00000017281	Ultra32	45770	53190	ENSMUSP00000079888	Mammalia	ortholog_one2one	90.2724	95.8678	75	97.92	NA	NA	1
ENSMUSG00000028760	ENSOANG00000012444		ENSOANP00000019690	Ultra79	14336	102170	ENSMUSP00000081232	Mammalia	ortholog_one2many	58.3016	82.2898	50	60.98	NA	NA	0
ENSMUSG00000028760	ENSOANG00000001929		ENSOANP00000003060	Ultra79	124289	159661	ENSMUSP00000081232	Mammalia	ortholog_one2many	10.6464	76.3636	50	52.42	NA	NA	0
ENSMUSG00000092372	ENSOANG00000020459		ENSOANP00000026016	Contig175078	689	928	ENSMUSP00000148154	Mammalia	ortholog_one2many	3.01003	11.25	0	NA	NA	NA	0
ENSMUSG00000025001	ENSOANG00000005139	HELLS	ENSOANP00000008172	Ultra97	469419	513087	ENSMUSP00000025965	Mammalia	ortholog_one2one	83.1912	82.6877	0	98.36	NA	NA	1
ENSMUSG00000059070	ENSOANG00000021547		ENSOANP00000027436	Ultra723	2458	3121	ENSMUSP00000147816	Mammalia	ortholog_one2one	41.4894	88.6364	0	49.82	NA	NA	0
ENSMUSG00000033191	ENSOANG00000008211	TIE1	ENSOANP00000013044	Ultra388	5909539	5920206	ENSMUSP00000037129	Mammalia	ortholog_one2one	63.5802	68.5361	100	62.41	NA	NA	1
ENSMUSG00000034330	ENSOANG00000011330	PLCG2	ENSOANP00000017953	Ultra521	493494	557256	ENSMUSP00000079991	Mammalia	ortholog_one2one	64.8221	74.7493	75	72.88	NA	NA	1
ENSMUSG00000046312	ENSOANG00000006865	MYORG	ENSOANP00000010941	Contig18321	5309	7680	ENSMUSP00000059038	Mammalia	ortholog_one2one	73.8827	74.9292	0	95.31	NA	NA	1
ENSMUSG00000020447	ENSOANG00000006322	NPC1L1	ENSOANP00000010104	Contig6876	17252	31836	ENSMUSP00000004505	Mammalia	ortholog_one2one	56.7142	58.1986	25	90.65	NA	NA	1
ENSMUSG00000042460	ENSOANG00000009840		ENSOANP00000015603	Contig11229	1639	6337	ENSMUSP00000047931	Mammalia	ortholog_one2one	48.2094	60.5536	25	65.38	NA	NA	0
ENSMUSG00000049758	ENSOANG00000011002		ENSOANP00000017430	Contig14771	3234	4112	ENSMUSP00000151164	Mammalia	ortholog_one2many	60.3125	65.8703	50	94.49	NA	NA	1
ENSMUSG00000026455	ENSOANG00000006283		ENSOANP00000010045	Contig14954	2163	7699	ENSMUSP00000027725	Mammalia	ortholog_one2one	40.3169	92.3387	0	62.61	NA	NA	0
ENSMUSG00000059049	ENSOANG00000022534		ENSOANP00000028776	X5	16397348	16423628	ENSMUSP00000071627	Mammalia	ortholog_one2many	6.43542	72.6804	75	51.13	NA	NA	0
ENSMUSG00000059049	ENSOANG00000032237		ENSOANP00000029333	X5	16392335	16397033	ENSMUSP00000071627	Mammalia	ortholog_one2many	6.20721	55.0607	100	50.38	NA	NA	0
ENSMUSG00000059049	ENSOANG00000013004		ENSOANP00000020561	Contig19468	726	8807	ENSMUSP00000071627	Mammalia	ortholog_one2many	12.5057	70.2564	0	84.83	NA	NA	0
ENSMUSG00000059049	ENSOANG00000010120		ENSOANP00000016045	X5	16453496	16474382	ENSMUSP00000071627	Mammalia	ortholog_one2many	13.7837	68.6364	75	51.15	NA	NA	0
ENSMUSG00000058717	ENSOANG00000004056		ENSOANP00000028060	Contig23998	8473	11565	ENSMUSP00000080361	Mammalia	ortholog_one2many	12.7551	13.5135	50	NA	NA	NA	0
ENSMUSG00000051154	ENSOANG00000014501	COMMD3	ENSOANP00000022851	Contig8309	14967	17144	ENSMUSP00000127385	Mammalia	ortholog_one2one	50.2564	70.5036	0	86.9	NA	NA	1
ENSMUSG00000021215	ENSOANG00000015457	NET1	ENSOANP00000024330	Contig13	5953963	5966788	ENSMUSP00000089464	Mammalia	ortholog_one2one	73.6134	80.8118	50	51.26	NA	NA	0
ENSMUSG00000015787	ENSOANG00000000335		ENSOANP00000000558	Ultra576	8207	8425	ENSMUSP00000099964	Tetrapoda	ortholog_one2many	15.6627	72.2222	0	NA	NA	NA	0
ENSMUSG00000015787	ENSOANG00000015238		ENSOANP00000023992	Contig13773	8640	13570	ENSMUSP00000099964	Tetrapoda	ortholog_one2many	53.6145	71.2	0	NA	NA	NA	0
ENSMUSG00000015787	ENSOANG00000010669		ENSOANP00000016919	Ultra576	15780	32810	ENSMUSP00000099964	Tetrapoda	ortholog_one2many	69.5783	65.625	25	39.04	NA	NA	0
ENSMUSG00000015787	ENSOANG00000012223		ENSOANP00000019342	Contig6256	5553	10368	ENSMUSP00000099964	Tetrapoda	ortholog_one2many	51.2048	62.0438	0	7.36	NA	NA	0
ENSMUSG00000037628	ENSOANG00000011010	CDKN3	ENSOANP00000017441	4	34220979	34227015	ENSMUSP00000070575	Mammalia	ortholog_one2one	61.6114	62.201	25	80.86	NA	NA	1
ENSMUSG00000042002	ENSOANG00000008810	FOXN4	ENSOANP00000014036	Ultra252	527706	553545	ENSMUSP00000047951	Mammalia	ortholog_one2one	52.2073	52.0076	75	100	NA	NA	1
ENSMUSG00000042473	ENSOANG00000011642	TBC1D8B	ENSOANP00000018444	6	4636527	4670152	ENSMUSP00000094036	Mammalia	ortholog_one2one	75.763	82.7451	25	98.13	NA	NA	1
ENSMUSG00000022240	ENSOANG00000011602		ENSOANP00000018380	Contig22	2166695	2439692	ENSMUSP00000080427	Tetrapoda	ortholog_one2many	35.1525	80.8118	100	67.83	NA	NA	0
ENSMUSG00000022240	ENSOANG00000011600		ENSOANP00000018378	Contig22	1922349	2054746	ENSMUSP00000080427	Tetrapoda	ortholog_one2many	47.191	95.1456	100	15.35	NA	NA	0
ENSMUSG00000031703	ENSOANG00000002159		ENSOANP00000003427	11	262060	488918	ENSMUSP00000034140	Mammalia	ortholog_one2many	73.9344	83.2103	100	82.12	NA	NA	1
ENSMUSG00000031703	ENSOANG00000028703		ENSOANP00000029638	Contig32269	3009	10962	ENSMUSP00000034140	Mammalia	ortholog_one2many	10.3279	68.4783	0	NA	NA	NA	0
ENSMUSG00000023845	ENSOANG00000001221	LNPEP	ENSOANP00000001948	Ultra358	891167	948305	ENSMUSP00000036998	Mammalia	ortholog_one2one	69.3659	68.6957	50	47.17	NA	NA	0
ENSMUSG00000050530	ENSOANG00000004431		ENSOANP00000007019	15	908665	926228	ENSMUSP00000110751	Vertebrata	ortholog_one2one	14.9103	65.8416	50	50.36	NA	NA	0
ENSMUSG00000005628	ENSOANG00000014212		ENSOANP00000022408	Contig53462	212	2255	ENSMUSP00000102846	Mammalia	ortholog_one2many	48.1159	77.2093	0	80.7	NA	NA	0
ENSMUSG00000005628	ENSOANG00000009412		ENSOANP00000014966	Contig63308	2301	3820	ENSMUSP00000102846	Mammalia	ortholog_one2many	35.3623	82.4324	0	66.18	NA	NA	0
ENSMUSG00000026384	ENSOANG00000012067		ENSOANP00000019111	Ultra436	72019	115114	ENSMUSP00000067614	Amniota	ortholog_one2many	55.1836	87.2014	50	45.4	NA	NA	0
ENSMUSG00000026384	ENSOANG00000000606		ENSOANP00000000955	Ultra436	9682	53923	ENSMUSP00000067614	Amniota	ortholog_one2many	20.7343	91.866	50	50.06	NA	NA	0
ENSMUSG00000020830	ENSOANG00000006745		ENSOANP00000010764	Ultra117	6636748	6641128	ENSMUSP00000021179	Euteleostomi	ortholog_one2one	43.7811	44.4444	0	NA	NA	NA	0
ENSMUSG00000029201	ENSOANG00000010334	UGDH	ENSOANP00000016395	Ultra544	4272542	4286402	ENSMUSP00000031103	Mammalia	ortholog_one2one	96.5517	96.3563	100	NA	NA	NA	1
ENSMUSG00000028351	ENSOANG00000005071		ENSOANP00000008048	4	15874277	15958409	ENSMUSP00000030036	Mammalia	ortholog_one2one	96.3158	96.1892	50	100	NA	NA	1
ENSMUSG00000021495	ENSOANG00000002871		ENSOANP00000004566	Contig33188	6260	8925	ENSMUSP00000021957	Mammalia	ortholog_one2many	23.6504	43.1925	0	26.13	NA	NA	0
ENSMUSG00000021495	ENSOANG00000022246		ENSOANP00000028382	Contig15813	10785	16973	ENSMUSP00000021957	Mammalia	ortholog_one2many	35.09	58.8362	0	98.79	NA	NA	0
ENSMUSG00000025907	ENSOANG00000007278	RB1CC1	ENSOANP00000011586	7	8088139	8170618	ENSMUSP00000027040	Mammalia	ortholog_one2one	77.8967	77.3125	100	95.45	NA	NA	1
ENSMUSG00000035683	ENSOANG00000007580	MELK	ENSOANP00000012081	X5	4221585	4274021	ENSMUSP00000043806	Mammalia	ortholog_one2one	68.1182	66.6667	50	83.89	NA	NA	1
ENSMUSG00000070283	ENSOANG00000010908	NDUFAF3	ENSOANP00000017282	Ultra32	59511	61288	ENSMUSP00000073832	Mammalia	ortholog_one2one	58.9189	67.284	100	80.83	NA	NA	1
ENSMUSG00000005220	ENSOANG00000006851		ENSOANP00000010919	Contig32122	1225	5971	ENSMUSP00000005352	Mammalia	ortholog_one2many	17.2507	75	25	50.22	NA	NA	0
ENSMUSG00000005220	ENSOANG00000005179		ENSOANP00000008228	Contig8029	5039	24580	ENSMUSP00000005352	Mammalia	ortholog_one2many	26.5948	51.1226	0	30.83	NA	NA	0
ENSMUSG00000005220	ENSOANG00000031707		ENSOANP00000031434	Contig32122	8432	9324	ENSMUSP00000005352	Mammalia	ortholog_one2many	5.03145	42.1053	25	19.07	NA	NA	0
ENSMUSG00000005220	ENSOANG00000030029		ENSOANP00000030666	Contig105997	21	1187	ENSMUSP00000005352	Mammalia	ortholog_one2many	5.39084	68.9655	0	16.76	NA	NA	0
ENSMUSG00000051864	ENSOANG00000030780		ENSOANP00000032262	Contig103080	392	1632	ENSMUSP00000065721	Mammalia	ortholog_one2one	9.88372	57.3034	0	10.79	NA	NA	0
ENSMUSG00000027422	ENSOANG00000001247		ENSOANP00000001985	Ultra56	15746215	15799446	ENSMUSP00000016072	Mammalia	ortholog_one2one	48.2924	46.4215	100	47.83	NA	NA	0
ENSMUSG00000075097	ENSOANG00000007923	OR4C15	ENSOANP00000012617	Ultra163	758484	759428	ENSMUSP00000150215	Mammalia	ortholog_one2many	67.7419	66.6667	50	50	NA	NA	0
ENSMUSG00000066364	ENSOANG00000012798		ENSOANP00000020253	Contig51404	522	3450	ENSMUSP00000082127	Mammalia	ortholog_many2many	23.3333	30.9148	75	NA	NA	NA	0
ENSMUSG00000066364	ENSOANG00000009554		ENSOANP00000015169	Contig27411	21	8477	ENSMUSP00000082127	Mammalia	ortholog_many2many	41.1905	45.6464	50	49.56	NA	NA	0
ENSMUSG00000066364	ENSOANG00000011883		ENSOANP00000018837	Contig14450	667	10388	ENSMUSP00000082127	Mammalia	ortholog_many2many	31.6667	31.9712	25	1.26	NA	NA	0
ENSMUSG00000066364	ENSOANG00000020888		ENSOANP00000026574	Contig29947	301	4981	ENSMUSP00000082127	Mammalia	ortholog_many2many	8.80952	29.3651	75	NA	NA	NA	0
ENSMUSG00000028792	ENSOANG00000005875		ENSOANP00000009354	Ultra533	120800	130850	ENSMUSP00000030583	Mammalia	ortholog_one2one	78.6611	89.0995	50	93.35	NA	NA	1
ENSMUSG00000022504	ENSOANG00000028515		ENSOANP00000033187	Contig25589	6555	12094	ENSMUSP00000023147	Mammalia	ortholog_one2one	5.84416	64.9485	0	50.22	NA	NA	0
ENSMUSG00000023033	ENSOANG00000014822		ENSOANP00000023343	Ultra289	3309	4409	ENSMUSP00000080842	Amniota	ortholog_one2many	17.1385	92.3706	0	59.53	NA	NA	0
ENSMUSG00000023033	ENSOANG00000014821		ENSOANP00000023342	Ultra289	11313	32574	ENSMUSP00000080842	Amniota	ortholog_one2many	13.8018	58.3333	25	50.15	NA	NA	0
ENSMUSG00000055067	ENSOANG00000019760		ENSOANP00000025056	Ultra67	9802230	9922176	ENSMUSP00000117410	Mammalia	ortholog_one2one	26.1682	51.8519	100	25.53	NA	NA	0
ENSMUSG00000016637	ENSOANG00000015017	IFT27	ENSOANP00000023641	Contig2745	28978	40411	ENSMUSP00000016781	Mammalia	ortholog_one2one	65.5914	65.5914	25	100	NA	NA	1
ENSMUSG00000037822	ENSOANG00000010335	SMIM14	ENSOANP00000016396	Ultra544	4225679	4253930	ENSMUSP00000122363	Mammalia	ortholog_one2one	80.8081	78.4314	100	99.68	NA	NA	1
ENSMUSG00000057193	ENSOANG00000000619		ENSOANP00000000973	Contig17389	18402	23649	ENSMUSP00000034697	Euteleostomi	ortholog_one2one	37.8187	56.8085	0	52.71	NA	NA	0
ENSMUSG00000027552	ENSOANG00000012048		ENSOANP00000019081	Contig13229	2561	14230	ENSMUSP00000029069	Mammalia	ortholog_one2one	56.1194	55.7864	25	50	NA	NA	0
ENSMUSG00000048337	ENSOANG00000012608		ENSOANP00000019936	Contig13286	9342	10861	ENSMUSP00000056576	Mammalia	ortholog_one2one	55.4667	62.6506	0	76.39	NA	NA	1
ENSMUSG00000033186	ENSOANG00000030424	MZT1	ENSOANP00000029202	Ultra72	177790	192048	ENSMUSP00000037557	Mammalia	ortholog_one2one	84.6154	83.5443	50	100	NA	NA	1
ENSMUSG00000031885	ENSOANG00000028258		ENSOANP00000033117	Contig9456	21	6870	ENSMUSP00000059382	Sarcopterygii	ortholog_one2many	37.9679	76.3441	0	68.7	NA	NA	0
ENSMUSG00000031885	ENSOANG00000014469		ENSOANP00000022798	X1	33186160	33205466	ENSMUSP00000059382	Sarcopterygii	ortholog_one2many	41.7112	71.5596	75	26.88	NA	NA	0
ENSMUSG00000025597	ENSOANG00000003372		ENSOANP00000005352	Contig16259	3357	17881	ENSMUSP00000038080	Mammalia	ortholog_one2one	24.2678	85.7143	0	24.61	NA	NA	0
ENSMUSG00000066361	ENSOANG00000012798		ENSOANP00000020253	Contig51404	522	3450	ENSMUSP00000082125	Mammalia	ortholog_many2many	24.2206	31.8612	25	NA	NA	NA	0
ENSMUSG00000066361	ENSOANG00000009554		ENSOANP00000015169	Contig27411	21	8477	ENSMUSP00000082125	Mammalia	ortholog_many2many	43.6451	48.0211	50	49.56	NA	NA	0
ENSMUSG00000066361	ENSOANG00000011883		ENSOANP00000018837	Contig14450	667	10388	ENSMUSP00000082125	Mammalia	ortholog_many2many	35.7314	35.8173	75	1.26	NA	NA	0
ENSMUSG00000066361	ENSOANG00000020888		ENSOANP00000026574	Contig29947	301	4981	ENSMUSP00000082125	Mammalia	ortholog_many2many	10.3118	34.127	25	NA	NA	NA	0
ENSMUSG00000027775	ENSOANG00000008987	MFSD1	ENSOANP00000014307	Ultra370	11442	46705	ENSMUSP00000029344	Mammalia	ortholog_one2one	75.6466	85.4015	25	94.33	NA	NA	1
ENSMUSG00000028441	ENSOANG00000004533		ENSOANP00000007186	Contig22476	2965	9052	ENSMUSP00000030152	Mammalia	ortholog_one2one	44.2308	44.7471	0	74.81	NA	NA	0
ENSMUSG00000022241	ENSOANG00000014432	TARS	ENSOANP00000022739	3	38323458	38348558	ENSMUSP00000022849	Mammalia	ortholog_one2one	90.7202	91.0987	100	17.62	NA	NA	1
ENSMUSG00000030031	ENSOANG00000005913	KBTBD8	ENSOANP00000009413	X1	41631007	41642607	ENSMUSP00000032107	Mammalia	ortholog_one2one	87.1452	86.8552	50	98.74	NA	NA	1
ENSMUSG00000030522	ENSOANG00000031709		ENSOANP00000032041	Contig120519	278	1102	ENSMUSP00000032736	Mammalia	ortholog_one2many	7.7821	85.7143	0	NA	NA	NA	0
ENSMUSG00000030522	ENSOANG00000010364		ENSOANP00000016443	5	14430759	14484956	ENSMUSP00000032736	Mammalia	ortholog_one2many	84.4358	87.2654	100	50	NA	NA	1
ENSMUSG00000027942	ENSOANG00000021534		ENSOANP00000027423	Contig31365	1551	6358	ENSMUSP00000124028	Amniota	ortholog_one2one	30.83	82.1053	0	56.52	NA	NA	0
ENSMUSG00000058740	ENSOANG00000009534		ENSOANP00000015135	Ultra102	1843672	1872370	ENSMUSP00000039058	Amniota	ortholog_one2one	39.58	84.7751	0	36.99	NA	NA	0
ENSMUSG00000110040	ENSOANG00000002672		ENSOANP00000004254	Contig38248	3387	6240	ENSMUSP00000117247	Vertebrata	ortholog_one2many	29.1367	51.9231	25	41.57	NA	NA	0
ENSMUSG00000001036	ENSOANG00000015814	EPN2	ENSOANP00000024934	Contig1161	11610	73632	ENSMUSP00000136950	Sarcopterygii	ortholog_one2one	69.8438	76.6724	50	88.65	NA	NA	1
ENSMUSG00000051906	ENSOANG00000031678		ENSOANP00000031141	Contig33372	7605	8350	ENSMUSP00000116355	Amniota	ortholog_many2many	14.902	40.8602	25	NA	NA	NA	0
ENSMUSG00000051906	ENSOANG00000030515		ENSOANP00000030087	Contig5962	8182	15588	ENSMUSP00000116355	Amniota	ortholog_many2many	27.0588	26.7442	25	24.86	NA	NA	0
ENSMUSG00000051906	ENSOANG00000009700		ENSOANP00000015394	Contig5962	17662	24290	ENSMUSP00000116355	Amniota	ortholog_many2many	27.451	23.4114	25	NA	NA	NA	0
ENSMUSG00000008489	ENSOANG00000009634	ELAVL2	ENSOANP00000015299	X5	24134813	24245613	ENSMUSP00000102737	Mammalia	ortholog_one2one	93.299	89.8263	100	45.36	NA	NA	1
ENSMUSG00000035805	ENSOANG00000005649	MLC1	ENSOANP00000008985	Contig7027	653	14980	ENSMUSP00000047667	Mammalia	ortholog_one2one	72.7749	73.3509	0	96.24	NA	NA	1
ENSMUSG00000078784	ENSOANG00000012047		ENSOANP00000019080	Contig13229	21	8204	ENSMUSP00000104002	Mammalia	ortholog_one2one	38.1295	33.9744	25	58.43	NA	NA	0
ENSMUSG00000029695	ENSOANG00000004822		ENSOANP00000007633	10	73610	140527	ENSMUSP00000031707	Mammalia	ortholog_one2one	75.486	75.2422	50	39.86	NA	NA	0
ENSMUSG00000061755	ENSOANG00000003426		ENSOANP00000005428	Contig22109	1327	9238	ENSMUSP00000058618	Mammalia	ortholog_one2one	8.74011	68.1234	0	51.48	NA	NA	0
ENSMUSG00000027378	ENSOANG00000020915		ENSOANP00000026611	Contig32014	350	6977	ENSMUSP00000028857	Mammalia	ortholog_one2many	10.4197	69.9029	0	39.04	NA	NA	0
ENSMUSG00000027378	ENSOANG00000021787		ENSOANP00000027765	Contig6139	9225	29487	ENSMUSP00000028857	Mammalia	ortholog_one2many	31.5485	68.125	0	34.68	NA	NA	0
ENSMUSG00000027378	ENSOANG00000021949		ENSOANP00000027979	Contig5298	10177	31781	ENSMUSP00000028857	Mammalia	ortholog_one2many	18.2344	53.3898	0	29.45	NA	NA	0
ENSMUSG00000055027	ENSOANG00000010353	SMYD1	ENSOANP00000016423	Ultra544	3256465	3300524	ENSMUSP00000073911	Mammalia	ortholog_one2one	85.9184	85.9184	100	83.82	NA	NA	1
ENSMUSG00000041936	ENSOANG00000013792		ENSOANP00000021749	Contig23757	1006	10364	ENSMUSP00000137931	Mammalia	ortholog_one2many	21.3864	55.9846	0	39.54	NA	NA	0
ENSMUSG00000041936	ENSOANG00000030287		ENSOANP00000030406	Contig82111	30	921	ENSMUSP00000137931	Mammalia	ortholog_one2many	3.9823	65.8537	0	NA	NA	NA	0
